state,year,old_block,plot,term.trmt,herb.trmt,cc.bm.kgha,yield.kgha,weed.bm.term.kgha,weed.bm.harv.kgha,density.harv.allspp.m2,soybean.pop.ha,density.term.allspp.m2,rye.pop.ha,region,DPP,soybean.plant.date,rye.plant.date,termination.date,plotID
IL,2018,IL1,104,No cover,Weedy,0,2368.238036,NA,NA,NA,NA,NA,NA,North Central,NA,6/5/2018,10/25/2017,NA,I81NW
IL,2018,IL2,206,Early,Standard,495.6,4135.518132,107.2,NA,NA,NA,NA,NA,North Central,-43,6/5/2018,10/25/2017,4/23/2018,I82ER
IL,2018,IL2,204,Late,Standard,2330.4,3883.587906,6.8,NA,NA,NA,NA,NA,North Central,-14,6/5/2018,10/25/2017,5/22/2018,I82LR
IL,2018,IL2,205,Mid,Standard,1195.4,4055.9039,53.2,NA,NA,NA,NA,NA,North Central,-28,6/5/2018,10/25/2017,5/8/2018,I82MR
IL,2018,IL2,201,No cover,Standard,0,3446.269683,NA,NA,NA,NA,NA,NA,North Central,NA,6/5/2018,10/25/2017,NA,I82NR
IL,2018,IL2,206,Early,Weedy,495.6,2680.026389,107.2,NA,NA,NA,NA,NA,North Central,-43,6/5/2018,10/25/2017,4/23/2018,I82EW
IL,2018,IL2,204,Late,Weedy,2330.4,3724.701465,6.8,NA,NA,NA,NA,NA,North Central,-14,6/5/2018,10/25/2017,5/22/2018,I82LW
IL,2018,IL2,205,Mid,Weedy,1195.4,3409.287427,53.2,NA,NA,NA,NA,NA,North Central,-28,6/5/2018,10/25/2017,5/8/2018,I82MW
IL,2018,IL2,201,No cover,Weedy,0,2313.470901,NA,NA,NA,NA,NA,NA,North Central,NA,6/5/2018,10/25/2017,NA,I82NW
IL,2018,IL3,305,Early,Standard,487.8,3818.826537,34.2,NA,NA,NA,NA,NA,North Central,-43,6/5/2018,10/25/2017,4/23/2018,I83ER
IL,2018,IL3,306,Late,Standard,1960.6,4206.414929,31.2,NA,NA,NA,NA,NA,North Central,-14,6/5/2018,10/25/2017,5/22/2018,I83LR
IL,2018,IL3,304,Mid,Standard,1585.8,3708.826463,47.6,NA,NA,NA,NA,NA,North Central,-28,6/5/2018,10/25/2017,5/8/2018,I83MR
IL,2018,IL3,301,No cover,Standard,0,4138.661872,NA,NA,NA,NA,NA,NA,North Central,NA,6/5/2018,10/25/2017,NA,I83NR
IL,2018,IL3,305,Early,Weedy,487.8,3210.559411,34.2,NA,NA,NA,NA,NA,North Central,-43,6/5/2018,10/25/2017,4/23/2018,I83EW
IL,2018,IL3,306,Late,Weedy,1960.6,3900.476835,31.2,NA,NA,NA,NA,NA,North Central,-14,6/5/2018,10/25/2017,5/22/2018,I83LW
IL,2018,IL3,304,Mid,Weedy,1585.8,3290.430591,47.6,NA,NA,NA,NA,NA,North Central,-28,6/5/2018,10/25/2017,5/8/2018,I83MW
IL,2018,IL3,301,No cover,Weedy,0,3383.433141,NA,NA,NA,NA,NA,NA,North Central,NA,6/5/2018,10/25/2017,NA,I83NW
IL,2018,IL4,402,Early,Standard,131.2,3496.654453,3.8,NA,NA,NA,NA,NA,North Central,-43,6/5/2018,10/25/2017,4/23/2018,I84ER
IL,2018,IL4,401,Late,Standard,1841.2,3976.337069,121.4,NA,NA,NA,NA,NA,North Central,-14,6/5/2018,10/25/2017,5/22/2018,I84LR
IL,2018,IL4,403,Mid,Standard,841.4,3219.045338,29,NA,NA,NA,NA,NA,North Central,-28,6/5/2018,10/25/2017,5/8/2018,I84MR
IL,2018,IL4,404,No cover,Standard,0,3685.001761,NA,NA,NA,NA,NA,NA,North Central,NA,6/5/2018,10/25/2017,NA,I84NR
IL,2018,IL4,402,Early,Weedy,131.2,3225.866635,3.8,NA,NA,NA,NA,NA,North Central,-43,6/5/2018,10/25/2017,4/23/2018,I84EW
IL,2018,IL4,401,Late,Weedy,1841.2,2888.739076,121.4,NA,NA,NA,NA,NA,North Central,-14,6/5/2018,10/25/2017,5/22/2018,I84LW
IL,2018,IL4,403,Mid,Weedy,841.4,2880.875111,29,NA,NA,NA,NA,NA,North Central,-28,6/5/2018,10/25/2017,5/8/2018,I84MW
IL,2018,IL4,404,No cover,Weedy,0,3067.623031,NA,NA,NA,NA,NA,NA,North Central,NA,6/5/2018,10/25/2017,NA,I84NW
IL,2019,IL1,102b,Early,Sequential,560.6,NA,1.4,1448.8,152,NA,2,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I91EQ
IL,2019,IL1,101b,Late,Sequential,509.6,NA,NA,1197.6,80,NA,NA,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I91LQ
IL,2019,IL1,103b,Mid,Sequential,2665.2,NA,NA,782.4,48,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I91MQ
IL,2019,IL1,104b,No cover,Sequential,0,NA,80.76,1456.8,32,NA,28,NA,North Central,NA,6/3/2019,10/25/2018,NA,I91NQ
IL,2019,IL1,102a,Early,Standard,560.6,3318.496088,1.4,3.2,8,NA,2,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I91ER
IL,2019,IL1,101a,Late,Standard,509.6,3104.051293,NA,272,64,NA,NA,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I91LR
IL,2019,IL1,103a,Mid,Standard,2665.2,3867.327661,NA,707.2,72,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I91MR
IL,2019,IL1,104a,No cover,Standard,0,3349.603404,80.76,668,24,NA,28,NA,North Central,NA,6/3/2019,10/25/2018,NA,I91NR
IL,2019,IL1,102c,Early,Weedy,560.6,1153.033269,1.4,2342.4,296,NA,2,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I91EW
IL,2019,IL1,101c,Late,Weedy,509.6,564.6686382,NA,1589.6,312,NA,NA,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I91LW
IL,2019,IL1,103c,Mid,Weedy,2665.2,411.3689506,NA,3074.4,224,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I91MW
IL,2019,IL1,104c,No cover,Weedy,0,133.8086936,80.76,2683.2,360,NA,28,NA,North Central,NA,6/3/2019,10/25/2018,NA,I91NW
IL,2019,IL2,206b,Early,Sequential,175.4,NA,0,2910.4,112,NA,0,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I92EQ
IL,2019,IL2,204b,Late,Sequential,2015,NA,5.8,2375.2,24,NA,8,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I92LQ
IL,2019,IL2,205b,Mid,Sequential,761,NA,NA,3160,168,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I92MQ
IL,2019,IL2,201b,No cover,Sequential,0,NA,68.4,1408.8,168,NA,8,NA,North Central,NA,6/3/2019,10/25/2018,NA,I92NQ
IL,2019,IL2,206a,Early,Standard,175.4,3361.074648,0,9.6,16,NA,0,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I92ER
IL,2019,IL2,204a,Late,Standard,2015,4118.041832,5.8,79.2,24,NA,8,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I92LR
IL,2019,IL2,205a,Mid,Standard,761,3904.7779,NA,32.8,24,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I92MR
IL,2019,IL2,201a,No cover,Standard,0,2807.148493,68.4,171.2,32,NA,8,NA,North Central,NA,6/3/2019,10/25/2018,NA,I92NR
IL,2019,IL2,206c,Early,Weedy,175.4,1098.540359,0,3760.8,112,NA,0,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I92EW
IL,2019,IL2,204c,Late,Weedy,2015,1491.01437,5.8,1850.4,88,NA,8,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I92LW
IL,2019,IL2,205c,Mid,Weedy,761,1484.221594,NA,3824.8,160,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I92MW
IL,2019,IL2,201c,No cover,Weedy,0,1064.970099,68.4,3791.2,176,NA,8,NA,North Central,NA,6/3/2019,10/25/2018,NA,I92NW
IL,2019,IL3,305b,Early,Sequential,84,NA,0,2870.4,88,NA,0,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I93EQ
IL,2019,IL3,306b,Late,Sequential,383,NA,NA,1665.6,40,NA,NA,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I93LQ
IL,2019,IL3,304b,Mid,Sequential,286.4,NA,NA,1128.8,32,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I93MQ
IL,2019,IL3,301b,No cover,Sequential,0,NA,0,2096,80,NA,0,NA,North Central,NA,6/3/2019,10/25/2018,NA,I93NQ
IL,2019,IL3,305a,Early,Standard,84,3784.858409,0,876.8,32,NA,0,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I93ER
IL,2019,IL3,306a,Late,Standard,383,4112.373687,NA,331.2,72,NA,NA,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I93LR
IL,2019,IL3,304a,Mid,Standard,286.4,3313.030377,NA,140.8,40,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I93MR
IL,2019,IL3,301a,No cover,Standard,0,2414.809437,0,796,104,NA,0,NA,North Central,NA,6/3/2019,10/25/2018,NA,I93NR
IL,2019,IL3,305c,Early,Weedy,84,1568.220345,0,3560,416,NA,0,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I93EW
IL,2019,IL3,306c,Late,Weedy,383,1408.803784,NA,2822.4,88,NA,NA,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I93LW
IL,2019,IL3,304c,Mid,Weedy,286.4,1448.210883,NA,3637.6,184,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I93MW
IL,2019,IL3,301c,No cover,Weedy,0,1749.73592,0,2625.6,464,NA,0,NA,North Central,NA,6/3/2019,10/25/2018,NA,I93NW
IL,2019,IL4,402b,Early,Sequential,0,NA,24.8,1632,72,NA,14,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I94EQ
IL,2019,IL4,401b,Late,Sequential,248.6,NA,4.6,670.4,120,NA,12,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I94LQ
IL,2019,IL4,403b,Mid,Sequential,86.4,NA,NA,1777.6,56,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I94MQ
IL,2019,IL4,404b,No cover,Sequential,0,NA,0,891.2,72,NA,0,NA,North Central,NA,6/3/2019,10/25/2018,NA,I94NQ
IL,2019,IL4,402a,Early,Standard,0,2975.775788,24.8,948.8,88,NA,14,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I94ER
IL,2019,IL4,401a,Late,Standard,248.6,4024.112582,4.6,665.6,32,NA,12,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I94LR
IL,2019,IL4,403a,Mid,Standard,86.4,2797.22924,NA,693.6,64,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I94MR
IL,2019,IL4,404a,No cover,Standard,0,3342.788135,0,484.8,56,NA,0,NA,North Central,NA,6/3/2019,10/25/2018,NA,I94NR
IL,2019,IL4,402c,Early,Weedy,0,690.962542,24.8,4052.8,360,NA,14,NA,North Central,-27,6/3/2019,10/25/2018,5/7/2019,I94EW
IL,2019,IL4,401c,Late,Weedy,248.6,1724.060575,4.6,2892.8,216,NA,12,NA,North Central,-10,6/3/2019,10/25/2018,5/24/2019,I94LW
IL,2019,IL4,403c,Mid,Weedy,86.4,1275.231264,NA,4771.2,208,NA,NA,NA,North Central,-20,6/3/2019,10/25/2018,5/14/2019,I94MW
IL,2019,IL4,404c,No cover,Weedy,0,956.7130404,0,2521.6,112,NA,0,NA,North Central,NA,6/3/2019,10/25/2018,NA,I94NW
IL,2020,IL1,102b,Early,Sequential,347.6,2664.61828,4,341,3,NA,6,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I01EQ
IL,2020,IL1,101b,Late,Sequential,2210.4,2564.520425,0,158,2,NA,0,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I01LQ
IL,2020,IL1,103b,Mid,Sequential,1995.2,2728.703737,41,0,0,NA,24,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I01MQ
IL,2020,IL1,104b,No cover,Sequential,0,2512.444349,0,394,2,NA,4,NA,North Central,NA,6/2/2020,10/17/2019,NA,I01NQ
IL,2020,IL1,102a,Early,Standard,347.6,2080.006545,4,0,0,NA,6,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I01ER
IL,2020,IL1,101a,Late,Standard,2210.4,2700.555889,0,0,0,NA,0,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I01LR
IL,2020,IL1,103a,Mid,Standard,1995.2,2605.319818,41,0,0,NA,24,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I01MR
IL,2020,IL1,104a,No cover,Standard,0,1362.879444,0,0,0,NA,4,NA,North Central,NA,6/2/2020,10/17/2019,NA,I01NR
IL,2020,IL1,102c,Early,Weedy,347.6,464.3930915,4,327,20,NA,6,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I01EW
IL,2020,IL1,101c,Late,Weedy,2210.4,1010.93154,0,247,8,NA,0,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I01LW
IL,2020,IL1,103c,Mid,Weedy,1995.2,1028.25087,41,723,17,NA,24,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I01MW
IL,2020,IL1,104c,No cover,Weedy,0,616.6131326,0,555,17,NA,4,NA,North Central,NA,6/2/2020,10/17/2019,NA,I01NW
IL,2020,IL2,206b,Early,Sequential,428.6,2366.30238,0.2,238,3,NA,2,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I02EQ
IL,2020,IL2,204b,Late,Sequential,3585.8,3146.624792,3,55,2,NA,146,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I02LQ
IL,2020,IL2,205b,Mid,Sequential,1043.6,2932.317765,53.8,123,4,NA,4,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I02MQ
IL,2020,IL2,201b,No cover,Sequential,0,1095.762518,0.2,255,11,NA,2,NA,North Central,NA,6/2/2020,10/17/2019,NA,I02NQ
IL,2020,IL2,206a,Early,Standard,428.6,2530.130871,0.2,0,0,NA,2,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I02ER
IL,2020,IL2,204a,Late,Standard,3585.8,3109.880259,3,0,0,NA,146,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I02LR
IL,2020,IL2,205a,Mid,Standard,1043.6,3154.656913,53.8,0,0,NA,4,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I02MR
IL,2020,IL2,201a,No cover,Standard,0,1228.418464,0.2,92,2,NA,2,NA,North Central,NA,6/2/2020,10/17/2019,NA,I02NR
IL,2020,IL2,206c,Early,Weedy,428.6,533.5208354,0.2,547,23,NA,2,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I02EW
IL,2020,IL2,204c,Late,Weedy,3585.8,1126.071346,3,1239,6,NA,146,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I02LW
IL,2020,IL2,205c,Mid,Weedy,1043.6,1103.398768,53.8,409,15,NA,4,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I02MW
IL,2020,IL2,201c,No cover,Weedy,0,800.2036536,0.2,367,15,NA,2,NA,North Central,NA,6/2/2020,10/17/2019,NA,I02NW
IL,2020,IL3,305b,Early,Sequential,506.6,2745.217268,0,90,2,NA,0,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I03EQ
IL,2020,IL3,306b,Late,Sequential,5355.6,2901.556836,3.2,180,2,NA,40,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I03LQ
IL,2020,IL3,304b,Mid,Sequential,1276.4,2384.674928,0.4,505,3,NA,4,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I03MQ
IL,2020,IL3,301b,No cover,Sequential,0,1200.46574,0,561,7,NA,0,NA,North Central,NA,6/2/2020,10/17/2019,NA,I03NQ
IL,2020,IL3,305a,Early,Standard,506.6,2950.974282,0,0,0,NA,0,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I03ER
IL,2020,IL3,306a,Late,Standard,5355.6,3058.447473,3.2,0,0,NA,40,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I03LR
IL,2020,IL3,304a,Mid,Standard,1276.4,2091.289414,0.4,0,0,NA,4,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I03MR
IL,2020,IL3,301a,No cover,Standard,0,1129.850109,0,0,0,NA,0,NA,North Central,NA,6/2/2020,10/17/2019,NA,I03NR
IL,2020,IL3,305c,Early,Weedy,506.6,825.7609116,0,577,15,NA,0,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I03EW
IL,2020,IL3,306c,Late,Weedy,5355.6,1211.903246,3.2,347,13,NA,40,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I03LW
IL,2020,IL3,304c,Mid,Weedy,1276.4,517.1675642,0.4,450,14,NA,4,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I03MW
IL,2020,IL3,301c,No cover,Weedy,0,657.5637886,0,487,23,NA,0,NA,North Central,NA,6/2/2020,10/17/2019,NA,I03NW
IL,2020,IL4,402b,Early,Sequential,200.2,440.7454583,0,295,8,NA,0,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I04EQ
IL,2020,IL4,401b,Late,Sequential,2986.8,420.2074321,0.8,600,8,NA,16,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I04LQ
IL,2020,IL4,403b,Mid,Sequential,588.6,1853.709256,0,428,3,NA,0,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I04MQ
IL,2020,IL4,404b,No cover,Sequential,0,1433.014296,0,247,4,NA,0,NA,North Central,NA,6/2/2020,10/17/2019,NA,I04NQ
IL,2020,IL4,402a,Early,Standard,200.2,218.6891553,0,152,2,NA,0,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I04ER
IL,2020,IL4,401a,Late,Standard,2986.8,1481.275059,0.8,0,0,NA,16,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I04LR
IL,2020,IL4,403a,Mid,Standard,588.6,1314.399378,0,41,1,NA,0,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I04MR
IL,2020,IL4,404a,No cover,Standard,0,1046.430544,0,0,0,NA,0,NA,North Central,NA,6/2/2020,10/17/2019,NA,I04NR
IL,2020,IL4,402c,Early,Weedy,200.2,0,0,466,30,NA,0,NA,North Central,-47,6/2/2020,10/17/2019,4/16/2020,I04EW
IL,2020,IL4,401c,Late,Weedy,2986.8,245.6623248,0.8,548,20,NA,16,NA,North Central,-5,6/2/2020,10/17/2019,5/28/2020,I04LW
IL,2020,IL4,403c,Mid,Weedy,588.6,801.0977359,0,386,25,NA,0,NA,North Central,-26,6/2/2020,10/17/2019,5/7/2020,I04MW
IL,2020,IL4,404c,No cover,Weedy,0,607.1324864,0,172,13,NA,0,NA,North Central,NA,6/2/2020,10/17/2019,NA,I04NW
LA,2018,LA1,103,Early,Sequential,2590,3944.775594,NA,NA,NA,279734.77,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L81EQ
LA,2018,LA1,111,Late,Sequential,5450,3687.783199,NA,NA,NA,331537.5052,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L81LQ
LA,2018,LA1,108,Mid,Sequential,3050,4088.269255,NA,NA,NA,341898.0522,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L81MQ
LA,2018,LA1,106,No cover,Sequential,0,3290.794553,NA,NA,NA,119146.2909,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L81NQ
LA,2018,LA1,101,Early,Standard,2000,2329.204762,NA,0,NA,290095.317,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L81ER
LA,2018,LA1,112,Late,Standard,7370,2173.7471,NA,0,NA,290095.317,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L81LR
LA,2018,LA1,109,Mid,Standard,3180,NA,NA,0,NA,310816.4111,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L81MR
LA,2018,LA1,105,No cover,Standard,0,NA,NA,0,NA,150227.932,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L81NR
LA,2018,LA1,102,Early,Weedy,2270,NA,NA,1951,NA,367799.4198,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L81EW
LA,2018,LA1,110,Late,Weedy,5160,NA,NA,1931,NA,310816.4111,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L81LW
LA,2018,LA1,104,Mid,Weedy,2320,NA,NA,2126,NA,290095.317,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L81MW
LA,2018,LA1,107,No cover,Weedy,0,NA,NA,NA,NA,186489.8467,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L81NW
LA,2018,LA2,212,Early,Sequential,2800,3548.607061,NA,NA,NA,310816.4111,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L82EQ
LA,2018,LA2,209,Late,Sequential,6230,2310.920652,NA,NA,NA,284915.0435,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L82LQ
LA,2018,LA2,206,Mid,Sequential,3240,3714.119015,NA,NA,NA,352258.5993,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L82MQ
LA,2018,LA2,202,No cover,Sequential,0,2643.193903,NA,NA,NA,88064.64981,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L82NQ
LA,2018,LA2,210,Early,Standard,3090,1788.89264,NA,0,NA,253833.4024,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L82ER
LA,2018,LA2,207,Late,Standard,7830,2993.151515,NA,0,NA,253833.4024,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L82LR
LA,2018,LA2,205,Mid,Standard,3050,1641.116063,NA,0,NA,336717.7787,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L82MR
LA,2018,LA2,203,No cover,Standard,0,NA,NA,0,NA,129506.838,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L82NR
LA,2018,LA2,211,Early,Weedy,1900,NA,NA,1379,NA,310816.4111,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L82EW
LA,2018,LA2,208,Late,Weedy,5840,NA,NA,1374,NA,336717.7787,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L82LW
LA,2018,LA2,204,Mid,Weedy,2700,NA,NA,1718,NA,284915.0435,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L82MW
LA,2018,LA2,201,No cover,Weedy,0,NA,NA,NA,NA,191670.1202,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L82NW
LA,2018,LA3,309,Early,Sequential,2280,4366.354282,NA,NA,NA,341898.0522,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L83EQ
LA,2018,LA3,305,Late,Sequential,5690,3851.600395,NA,NA,NA,310816.4111,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L83LQ
LA,2018,LA3,310,Mid,Sequential,3310,4481.26964,NA,NA,NA,321176.9581,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L83MQ
LA,2018,LA3,303,No cover,Sequential,0,2717.190364,NA,NA,NA,124326.5644,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L83NQ
LA,2018,LA3,308,Early,Standard,3030,3497.206204,NA,0,NA,310816.4111,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L83ER
LA,2018,LA3,304,Late,Standard,5930,1458.357684,NA,0,NA,357438.8728,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L83LR
LA,2018,LA3,311,Mid,Standard,3060,3194.74229,NA,0,NA,383340.2404,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L83MR
LA,2018,LA3,301,No cover,Standard,0,NA,NA,0,NA,186489.8467,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L83NR
LA,2018,LA3,307,Early,Weedy,2930,NA,NA,1656,NA,347078.3257,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L83EW
LA,2018,LA3,306,Late,Weedy,5320,NA,NA,1431,NA,326357.2317,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L83LW
LA,2018,LA3,312,Mid,Weedy,3030,NA,NA,1589,NA,331537.5052,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L83MW
LA,2018,LA3,302,No cover,Weedy,0,NA,NA,NA,NA,160588.4791,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L83NW
LA,2018,LA4,401,Early,Sequential,2940,4363.328466,NA,NA,NA,217571.4878,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L84EQ
LA,2018,LA4,412,Late,Sequential,6040,4084.051309,NA,NA,NA,259013.6759,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L84LQ
LA,2018,LA4,409,Mid,Sequential,3200,3662.673784,NA,NA,NA,315996.6846,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L84MQ
LA,2018,LA4,407,No cover,Sequential,0,3010.678864,NA,NA,NA,181309.5731,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L84NQ
LA,2018,LA4,403,Early,Standard,2910,3452.843257,NA,0,NA,279734.77,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L84ER
LA,2018,LA4,410,Late,Standard,7320,2204.28501,NA,0,NA,305636.1376,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L84LR
LA,2018,LA4,404,Mid,Standard,3100,3110.554673,NA,0,NA,259013.6759,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L84MR
LA,2018,LA4,406,No cover,Standard,0,NA,NA,0,NA,150227.932,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L84NR
LA,2018,LA4,402,Early,Weedy,2700,NA,NA,1555,NA,264193.9494,NA,NA,South Central,-51,5/25/2018,10/19/2017,4/4/2018,L84EW
LA,2018,LA4,411,Late,Weedy,6560,NA,NA,1173,NA,279734.77,NA,NA,South Central,-18,5/25/2018,10/19/2017,5/7/2018,L84LW
LA,2018,LA4,408,Mid,Weedy,3100,948.9333301,NA,633,NA,290095.317,NA,NA,South Central,-35,5/25/2018,10/19/2017,4/20/2018,L84MW
LA,2018,LA4,405,No cover,Weedy,0,NA,NA,NA,NA,129506.838,NA,NA,South Central,NA,5/25/2018,10/19/2017,NA,L84NW
LA,2019,LA1,101c,Early,Sequential,315,3014.4,NA,NA,NA,NA,NA,NA,South Central,-41,5/30/2019,11/20/2018,4/19/2019,L91EQ
LA,2019,LA1,103c,Late,Sequential,1622,2027.4,NA,NA,NA,NA,NA,NA,South Central,-15,5/30/2019,11/20/2018,5/15/2019,L91LQ
LA,2019,LA1,102c,Mid,Sequential,630,2201.4,NA,NA,NA,NA,NA,NA,South Central,-29,5/30/2019,11/20/2018,5/1/2019,L91MQ
LA,2019,LA1,104c,No cover,Sequential,0,2741.8,NA,NA,NA,NA,NA,NA,South Central,NA,5/30/2019,11/20/2018,NA,L91NQ
LA,2019,LA1,101b,Early,Standard,315,2654.6,NA,0,0,NA,NA,NA,South Central,-41,5/30/2019,11/20/2018,4/19/2019,L91ER
