state,year,block,plot,term_trmt,herb_trmt,date,wap,species_code,seq_ct_1,seq_ct_2,seq_quad_area_1,seq_quad_area_2,seq_qt_3,seq_quad_3,latin_name,Count_per1m_1,Count_per1m_2,Count_per1m_3,plotID
DE,2020,3,301,Late,Sequential,6/17/2020,4,AMAPA,3,7,0.5,0.5,NA,NA,Amaranthus palmeri,6,14,NA,D03LQ
DE,2020,3,302,No cover,Sequential,6/17/2020,4,AMAPA,112,20,0.5,0.5,NA,NA,Amaranthus palmeri,224,40,NA,D03NQ
DE,2020,3,304,Early,Sequential,6/17/2020,4,AMAPA,24,88,0.5,0.5,NA,NA,Amaranthus palmeri,48,176,NA,D03EQ
DE,2020,3,305,Mid,Sequential,6/17/2020,4,AMAPA,8,14,0.5,0.5,NA,NA,Amaranthus palmeri,16,28,NA,D03MQ
DE,2020,4,401,Mid,Sequential,6/17/2020,4,AMAPA,17,35,0.5,0.5,NA,NA,Amaranthus palmeri,34,70,NA,D04MQ
DE,2020,4,405,Early,Sequential,6/17/2020,4,AMAPA,10,24,0.5,0.5,NA,NA,Amaranthus palmeri,20,48,NA,D04EQ
DE,2020,4,410,No cover,Sequential,6/17/2020,4,AMAPA,85,60,0.5,0.5,NA,NA,Amaranthus palmeri,170,120,NA,D04NQ
DE,2020,4,414,Late,Sequential,6/17/2020,4,AMAPA,7,5,0.5,0.5,NA,NA,Amaranthus palmeri,14,10,NA,D04LQ
DE,2020,1,102,No cover,Sequential,6/17/2020,4,ANNGR,0,2,0.5,0.5,NA,NA,Annual grass,0,4,NA,D01NQ
DE,2020,1,105,Early,Sequential,6/17/2020,4,ANNGR,6,0,0.5,0.5,NA,NA,Annual grass,12,0,NA,D01EQ
DE,2020,1,108,Mid,Sequential,6/17/2020,4,ANNGR,4,2,0.5,0.5,NA,NA,Annual grass,8,4,NA,D01MQ
DE,2020,1,111,Late,Sequential,6/17/2020,4,ANNGR,3,9,0.5,0.5,NA,NA,Annual grass,6,18,NA,D01LQ
DE,2020,2,201,Early,Sequential,6/17/2020,4,ANNGR,5,8,0.5,0.5,NA,NA,Annual grass,10,16,NA,D02EQ
DE,2020,2,204,Mid,Sequential,6/17/2020,4,ANNGR,13,45,0.5,0.5,NA,NA,Annual grass,26,90,NA,D02MQ
DE,2020,2,206,No cover,Sequential,6/17/2020,4,ANNGR,0,5,0.5,0.5,NA,NA,Annual grass,0,10,NA,D02NQ
DE,2020,2,212,Late,Sequential,6/17/2020,4,ANNGR,6,0,0.5,0.5,NA,NA,Annual grass,12,0,NA,D02LQ
DE,2020,3,301,Late,Sequential,6/17/2020,4,ANNGR,7,2,0.5,0.5,NA,NA,Annual grass,14,4,NA,D03LQ
DE,2020,3,302,No cover,Sequential,6/17/2020,4,ANNGR,5,1,0.5,0.5,NA,NA,Annual grass,10,2,NA,D03NQ
DE,2020,3,304,Early,Sequential,6/17/2020,4,ANNGR,5,2,0.5,0.5,NA,NA,Annual grass,10,4,NA,D03EQ
DE,2020,3,305,Mid,Sequential,6/17/2020,4,ANNGR,2,4,0.5,0.5,NA,NA,Annual grass,4,8,NA,D03MQ
DE,2020,4,401,Mid,Sequential,6/17/2020,4,ANNGR,4,10,0.5,0.5,NA,NA,Annual grass,8,20,NA,D04MQ
DE,2020,4,405,Early,Sequential,6/17/2020,4,ANNGR,9,2,0.5,0.5,NA,NA,Annual grass,18,4,NA,D04EQ
DE,2020,4,410,No cover,Sequential,6/17/2020,4,ANNGR,5,2,0.5,0.5,NA,NA,Annual grass,10,4,NA,D04NQ
DE,2020,4,414,Late,Sequential,6/17/2020,4,ANNGR,1,8,0.5,0.5,NA,NA,Annual grass,2,16,NA,D04LQ
DE,2020,1,102,No cover,Sequential,6/17/2020,4,IPOSS,9,0,0.5,0.5,NA,NA,Ipomoea spp,18,0,NA,D01NQ
DE,2020,1,105,Early,Sequential,6/17/2020,4,IPOSS,0,3,0.5,0.5,NA,NA,Ipomoea spp,0,6,NA,D01EQ
DE,2020,1,108,Mid,Sequential,6/17/2020,4,IPOSS,1,3,0.5,0.5,NA,NA,Ipomoea spp,2,6,NA,D01MQ
DE,2020,1,111,Late,Sequential,6/17/2020,4,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D01LQ
DE,2020,2,201,Early,Sequential,6/17/2020,4,IPOSS,1,1,0.5,0.5,NA,NA,Ipomoea spp,2,2,NA,D02EQ
DE,2020,2,204,Mid,Sequential,6/17/2020,4,IPOSS,3,0,0.5,0.5,NA,NA,Ipomoea spp,6,0,NA,D02MQ
DE,2020,2,206,No cover,Sequential,6/17/2020,4,IPOSS,11,2,0.5,0.5,NA,NA,Ipomoea spp,22,4,NA,D02NQ
DE,2020,2,212,Late,Sequential,6/17/2020,4,IPOSS,6,1,0.5,0.5,NA,NA,Ipomoea spp,12,2,NA,D02LQ
DE,2020,3,301,Late,Sequential,6/17/2020,4,IPOSS,3,0,0.5,0.5,NA,NA,Ipomoea spp,6,0,NA,D03LQ
DE,2020,3,302,No cover,Sequential,6/17/2020,4,IPOSS,4,0,0.5,0.5,NA,NA,Ipomoea spp,8,0,NA,D03NQ
DE,2020,3,304,Early,Sequential,6/17/2020,4,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D03EQ
DE,2020,3,305,Mid,Sequential,6/17/2020,4,IPOSS,6,2,0.5,0.5,NA,NA,Ipomoea spp,12,4,NA,D03MQ
DE,2020,4,401,Mid,Sequential,6/17/2020,4,IPOSS,1,0,0.5,0.5,NA,NA,Ipomoea spp,2,0,NA,D04MQ
DE,2020,4,405,Early,Sequential,6/17/2020,4,IPOSS,2,3,0.5,0.5,NA,NA,Ipomoea spp,4,6,NA,D04EQ
DE,2020,4,410,No cover,Sequential,6/17/2020,4,IPOSS,0,2,0.5,0.5,NA,NA,Ipomoea spp,0,4,NA,D04NQ
DE,2020,4,414,Late,Sequential,6/17/2020,4,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D04LQ
DE,2020,1,102,No cover,NA,6/30/2020,6,AMAPA,20,3,0.5,0.5,NA,NA,Amaranthus palmeri,40,6,NA,D01NQ
DE,2020,1,105,Early,NA,6/30/2020,6,AMAPA,1,0,0.5,0.5,NA,NA,Amaranthus palmeri,2,0,NA,D01EQ
DE,2020,1,108,Mid,NA,6/30/2020,6,AMAPA,3,2,0.5,0.5,NA,NA,Amaranthus palmeri,6,4,NA,D01MQ
DE,2020,1,111,Late,NA,6/30/2020,6,AMAPA,3,0,0.5,0.5,NA,NA,Amaranthus palmeri,6,0,NA,D01LQ
DE,2020,2,201,Early,NA,6/30/2020,6,AMAPA,11,0,0.5,0.5,NA,NA,Amaranthus palmeri,22,0,NA,D02EQ
DE,2020,2,204,Mid,NA,6/30/2020,6,AMAPA,5,1,0.5,0.5,NA,NA,Amaranthus palmeri,10,2,NA,D02MQ
DE,2020,2,206,No cover,NA,6/30/2020,6,AMAPA,31,2,0.5,0.5,NA,NA,Amaranthus palmeri,62,4,NA,D02NQ
DE,2020,2,212,Late,NA,6/30/2020,6,AMAPA,3,5,0.5,0.5,NA,NA,Amaranthus palmeri,6,10,NA,D02LQ
DE,2020,3,301,Late,NA,6/30/2020,6,AMAPA,0,2,0.5,0.5,NA,NA,Amaranthus palmeri,0,4,NA,D03LQ
DE,2020,3,302,No cover,NA,6/30/2020,6,AMAPA,12,4,0.5,0.5,NA,NA,Amaranthus palmeri,24,8,NA,D03NQ
DE,2020,3,304,Early,NA,6/30/2020,6,AMAPA,15,26,0.5,0.5,NA,NA,Amaranthus palmeri,30,52,NA,D03EQ
DE,2020,3,305,Mid,NA,6/30/2020,6,AMAPA,6,8,0.5,0.5,NA,NA,Amaranthus palmeri,12,16,NA,D03MQ
DE,2020,4,401,Mid,NA,6/30/2020,6,AMAPA,7,4,0.5,0.5,NA,NA,Amaranthus palmeri,14,8,NA,D04MQ
DE,2020,4,405,Early,NA,6/30/2020,6,AMAPA,9,8,0.5,0.5,NA,NA,Amaranthus palmeri,18,16,NA,D04EQ
DE,2020,4,410,No cover,NA,6/30/2020,6,AMAPA,36,6,0.5,0.5,NA,NA,Amaranthus palmeri,72,12,NA,D04NQ
DE,2020,4,414,Late,NA,6/30/2020,6,AMAPA,3,5,0.5,0.5,NA,NA,Amaranthus palmeri,6,10,NA,D04LQ
DE,2020,1,102,No cover,NA,6/30/2020,6,ANNGR,0,0,0.5,0.5,NA,NA,Annual grasses,0,0,NA,D01NQ
DE,2020,1,105,Early,NA,6/30/2020,6,ANNGR,0,0,0.5,0.5,NA,NA,Annual grasses,0,0,NA,D01EQ
DE,2020,1,108,Mid,NA,6/30/2020,6,ANNGR,0,0,0.5,0.5,NA,NA,Annual grasses,0,0,NA,D01MQ
DE,2020,1,111,Late,NA,6/30/2020,6,ANNGR,0,1,0.5,0.5,NA,NA,Annual grasses,0,2,NA,D01LQ
DE,2020,2,201,Early,NA,6/30/2020,6,ANNGR,0,0,0.5,0.5,NA,NA,Annual grasses,0,0,NA,D02EQ
DE,2020,2,204,Mid,NA,6/30/2020,6,ANNGR,2,3,0.5,0.5,NA,NA,Annual grasses,4,6,NA,D02MQ
DE,2020,2,206,No cover,NA,6/30/2020,6,ANNGR,0,2,0.5,0.5,NA,NA,Annual grasses,0,4,NA,D02NQ
DE,2020,2,212,Late,NA,6/30/2020,6,ANNGR,0,0,0.5,0.5,NA,NA,Annual grasses,0,0,NA,D02LQ
DE,2020,3,301,Late,NA,6/30/2020,6,ANNGR,1,0,0.5,0.5,NA,NA,Annual grasses,2,0,NA,D03LQ
DE,2020,3,302,No cover,NA,6/30/2020,6,ANNGR,0,0,0.5,0.5,NA,NA,Annual grasses,0,0,NA,D03NQ
DE,2020,3,304,Early,NA,6/30/2020,6,ANNGR,2,0,0.5,0.5,NA,NA,Annual grasses,4,0,NA,D03EQ
DE,2020,3,305,Mid,NA,6/30/2020,6,ANNGR,0,0,0.5,0.5,NA,NA,Annual grasses,0,0,NA,D03MQ
DE,2020,4,401,Mid,NA,6/30/2020,6,ANNGR,0,1,0.5,0.5,NA,NA,Annual grasses,0,2,NA,D04MQ
DE,2020,4,405,Early,NA,6/30/2020,6,ANNGR,1,2,0.5,0.5,NA,NA,Annual grasses,2,4,NA,D04EQ
DE,2020,4,410,No cover,NA,6/30/2020,6,ANNGR,7,0,0.5,0.5,NA,NA,Annual grasses,14,0,NA,D04NQ
DE,2020,4,414,Late,NA,6/30/2020,6,ANNGR,0,6,0.5,0.5,NA,NA,Annual grasses,0,12,NA,D04LQ
DE,2020,1,102,No cover,NA,6/30/2020,6,IPOSS,1,0,0.5,0.5,NA,NA,Ipomoea spp,2,0,NA,D01NQ
DE,2020,1,105,Early,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D01EQ
DE,2020,1,108,Mid,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D01MQ
DE,2020,1,111,Late,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D01LQ
DE,2020,2,201,Early,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D02EQ
DE,2020,2,204,Mid,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D02MQ
DE,2020,2,206,No cover,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D02NQ
DE,2020,2,212,Late,NA,6/30/2020,6,IPOSS,1,0,0.5,0.5,NA,NA,Ipomoea spp,2,0,NA,D02LQ
DE,2020,3,301,Late,NA,6/30/2020,6,IPOSS,1,0,0.5,0.5,NA,NA,Ipomoea spp,2,0,NA,D03LQ
DE,2020,3,302,No cover,NA,6/30/2020,6,IPOSS,1,0,0.5,0.5,NA,NA,Ipomoea spp,2,0,NA,D03NQ
DE,2020,3,304,Early,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D03EQ
DE,2020,3,305,Mid,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D03MQ
DE,2020,4,401,Mid,NA,6/30/2020,6,IPOSS,0,1,0.5,0.5,NA,NA,Ipomoea spp,0,2,NA,D04MQ
DE,2020,4,405,Early,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D04EQ
DE,2020,4,410,No cover,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D04NQ
DE,2020,4,414,Late,NA,6/30/2020,6,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D04LQ
DE,2020,1,102,No cover,NA,7/15/2020,8,AMAPA,20,27,0.5,0.5,NA,NA,Amaranthus palmeri,40,54,NA,D01NQ
DE,2020,1,105,Early,NA,7/15/2020,8,AMAPA,0,4,0.5,0.5,NA,NA,Amaranthus palmeri,0,8,NA,D01EQ
DE,2020,1,108,Mid,NA,7/15/2020,8,AMAPA,2,0,0.5,0.5,NA,NA,Amaranthus palmeri,4,0,NA,D01MQ
DE,2020,1,111,Late,NA,7/15/2020,8,AMAPA,0,1,0.5,0.5,NA,NA,Amaranthus palmeri,0,2,NA,D01LQ
DE,2020,2,201,Early,NA,7/15/2020,8,AMAPA,3,0,0.5,0.5,NA,NA,Amaranthus palmeri,6,0,NA,D02EQ
DE,2020,2,204,Mid,NA,7/15/2020,8,AMAPA,1,0,0.5,0.5,NA,NA,Amaranthus palmeri,2,0,NA,D02MQ
DE,2020,2,206,No cover,NA,7/15/2020,8,AMAPA,12,0,0.5,0.5,NA,NA,Amaranthus palmeri,24,0,NA,D02NQ
DE,2020,2,212,Late,NA,7/15/2020,8,AMAPA,1,7,0.5,0.5,NA,NA,Amaranthus palmeri,2,14,NA,D02LQ
DE,2020,3,301,Late,NA,7/15/2020,8,AMAPA,1,0,0.5,0.5,NA,NA,Amaranthus palmeri,2,0,NA,D03LQ
DE,2020,3,302,No cover,NA,7/15/2020,8,AMAPA,3,4,0.5,0.5,NA,NA,Amaranthus palmeri,6,8,NA,D03NQ
DE,2020,3,304,Early,NA,7/15/2020,8,AMAPA,11,0,0.5,0.5,NA,NA,Amaranthus palmeri,22,0,NA,D03EQ
DE,2020,3,305,Mid,NA,7/15/2020,8,AMAPA,0,6,0.5,0.5,NA,NA,Amaranthus palmeri,0,12,NA,D03MQ
DE,2020,4,401,Mid,NA,7/15/2020,8,AMAPA,4,5,0.5,0.5,NA,NA,Amaranthus palmeri,8,10,NA,D04MQ
DE,2020,4,405,Early,NA,7/15/2020,8,AMAPA,2,6,0.5,0.5,NA,NA,Amaranthus palmeri,4,12,NA,D04EQ
DE,2020,4,410,No cover,NA,7/15/2020,8,AMAPA,8,22,0.5,0.5,NA,NA,Amaranthus palmeri,16,44,NA,D04NQ
DE,2020,4,414,Late,NA,7/15/2020,8,AMAPA,1,0,0.5,0.5,NA,NA,Amaranthus palmeri,2,0,NA,D04LQ
DE,2020,1,102,No cover,NA,7/15/2020,8,ANNGR,2,0,0.5,0.5,NA,NA,Annual grasses,4,0,NA,D01NQ
DE,2020,1,105,Early,NA,7/15/2020,8,ANNGR,3,0,0.5,0.5,NA,NA,Annual grasses,6,0,NA,D01EQ
DE,2020,1,108,Mid,NA,7/15/2020,8,ANNGR,3,3,0.5,0.5,NA,NA,Annual grasses,6,6,NA,D01MQ
DE,2020,1,111,Late,NA,7/15/2020,8,ANNGR,0,1,0.5,0.5,NA,NA,Annual grasses,0,2,NA,D01LQ
DE,2020,2,201,Early,NA,7/15/2020,8,ANNGR,0,2,0.5,0.5,NA,NA,Annual grasses,0,4,NA,D02EQ
DE,2020,2,204,Mid,NA,7/15/2020,8,ANNGR,0,4,0.5,0.5,NA,NA,Annual grasses,0,8,NA,D02MQ
DE,2020,2,206,No cover,NA,7/15/2020,8,ANNGR,0,5,0.5,0.5,NA,NA,Annual grasses,0,10,NA,D02NQ
DE,2020,2,212,Late,NA,7/15/2020,8,ANNGR,1,0,0.5,0.5,NA,NA,Annual grasses,2,0,NA,D02LQ
DE,2020,3,301,Late,NA,7/15/2020,8,ANNGR,3,0,0.5,0.5,NA,NA,Annual grasses,6,0,NA,D03LQ
DE,2020,3,302,No cover,NA,7/15/2020,8,ANNGR,1,3,0.5,0.5,NA,NA,Annual grasses,2,6,NA,D03NQ
DE,2020,3,304,Early,NA,7/15/2020,8,ANNGR,4,3,0.5,0.5,NA,NA,Annual grasses,8,6,NA,D03EQ
DE,2020,3,305,Mid,NA,7/15/2020,8,ANNGR,2,2,0.5,0.5,NA,NA,Annual grasses,4,4,NA,D03MQ
DE,2020,4,401,Mid,NA,7/15/2020,8,ANNGR,3,0,0.5,0.5,NA,NA,Annual grasses,6,0,NA,D04MQ
DE,2020,4,405,Early,NA,7/15/2020,8,ANNGR,0,3,0.5,0.5,NA,NA,Annual grasses,0,6,NA,D04EQ
DE,2020,4,410,No cover,NA,7/15/2020,8,ANNGR,2,3,0.5,0.5,NA,NA,Annual grasses,4,6,NA,D04NQ
DE,2020,4,414,Late,NA,7/15/2020,8,ANNGR,0,3,0.5,0.5,NA,NA,Annual grasses,0,6,NA,D04LQ
DE,2020,1,102,No cover,NA,7/15/2020,8,IPOSS,15,0,0.5,0.5,NA,NA,Ipomoea spp,30,0,NA,D01NQ
DE,2020,1,105,Early,NA,7/15/2020,8,IPOSS,3,2,0.5,0.5,NA,NA,Ipomoea spp,6,4,NA,D01EQ
DE,2020,1,108,Mid,NA,7/15/2020,8,IPOSS,0,1,0.5,0.5,NA,NA,Ipomoea spp,0,2,NA,D01MQ
DE,2020,1,111,Late,NA,7/15/2020,8,IPOSS,1,0,0.5,0.5,NA,NA,Ipomoea spp,2,0,NA,D01LQ
DE,2020,2,201,Early,NA,7/15/2020,8,IPOSS,6,5,0.5,0.5,NA,NA,Ipomoea spp,12,10,NA,D02EQ
DE,2020,2,204,Mid,NA,7/15/2020,8,IPOSS,7,0,0.5,0.5,NA,NA,Ipomoea spp,14,0,NA,D02MQ
DE,2020,2,206,No cover,NA,7/15/2020,8,IPOSS,1,2,0.5,0.5,NA,NA,Ipomoea spp,2,4,NA,D02NQ
DE,2020,2,212,Late,NA,7/15/2020,8,IPOSS,1,2,0.5,0.5,NA,NA,Ipomoea spp,2,4,NA,D02LQ
DE,2020,3,301,Late,NA,7/15/2020,8,IPOSS,1,0,0.5,0.5,NA,NA,Ipomoea spp,2,0,NA,D03LQ
DE,2020,3,302,No cover,NA,7/15/2020,8,IPOSS,1,0,0.5,0.5,NA,NA,Ipomoea spp,2,0,NA,D03NQ
DE,2020,3,304,Early,NA,7/15/2020,8,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D03EQ
DE,2020,3,305,Mid,NA,7/15/2020,8,IPOSS,8,5,0.5,0.5,NA,NA,Ipomoea spp,16,10,NA,D03MQ
DE,2020,4,401,Mid,NA,7/15/2020,8,IPOSS,6,4,0.5,0.5,NA,NA,Ipomoea spp,12,8,NA,D04MQ
DE,2020,4,405,Early,NA,7/15/2020,8,IPOSS,0,1,0.5,0.5,NA,NA,Ipomoea spp,0,2,NA,D04EQ
DE,2020,4,410,No cover,NA,7/15/2020,8,IPOSS,1,1,0.5,0.5,NA,NA,Ipomoea spp,2,2,NA,D04NQ
DE,2020,4,414,Late,NA,7/15/2020,8,IPOSS,0,0,0.5,0.5,NA,NA,Ipomoea spp,0,0,NA,D04LQ
IL,2019,1,101,Late,Sequential,6/17/2019,2,AMTU,2,2,5.80644,11.61288,NA,NA,Amaranthus tuberculatus,0.344445133,0.172222567,NA,I91LQ
IL,2019,1,101,Late,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I91LR
IL,2019,1,101,Late,Weedy,6/17/2019,2,AMTU,12,24,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,192,384,NA,I91LW
IL,2019,1,102,Early,Sequential,6/17/2019,2,AMTU,1,2,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,0.172222567,0.344445133,NA,I91EQ
IL,2019,1,102,Early,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I91ER
IL,2019,1,102,Early,Weedy,6/17/2019,2,AMTU,3,13,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,48,208,NA,I91EW
IL,2019,1,103,Mid,Sequential,6/17/2019,2,AMTU,1,0,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,0.172222567,0,NA,I91MQ
IL,2019,1,103,Mid,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I91MR
IL,2019,1,103,Mid,Weedy,6/17/2019,2,AMTU,5,4,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,80,64,NA,I91MW
IL,2019,1,104,No cover,Sequential,6/17/2019,2,AMTU,4,2,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,0.688890267,0.344445133,NA,I91NQ
IL,2019,1,104,No cover,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I91NR
IL,2019,1,104,No cover,Weedy,6/17/2019,2,AMTU,4,2,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,64,32,NA,I91NW
IL,2019,2,201,No cover,Sequential,6/17/2019,2,AMTU,5,3,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,0.861112833,0.5166677,NA,I92NQ
IL,2019,2,201,No cover,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I92NR
IL,2019,2,201,No cover,Weedy,6/17/2019,2,AMTU,20,4,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,320,64,NA,I92NW
IL,2019,2,204,Late,Sequential,6/17/2019,2,AMTU,0,1,17.41932,5.80644,NA,NA,Amaranthus tuberculatus,0,0.172222567,NA,I92LQ
IL,2019,2,204,Late,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I92LR
IL,2019,2,204,Late,Weedy,6/17/2019,2,AMTU,4,14,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,64,224,NA,I92LW
IL,2019,2,205,Mid,Sequential,6/17/2019,2,AMTU,3,1,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,0.5166677,0.172222567,NA,I92MQ
IL,2019,2,205,Mid,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I92MR
IL,2019,2,205,Mid,Weedy,6/17/2019,2,AMTU,18,8,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,288,128,NA,I92MW
IL,2019,2,206,Early,Sequential,6/17/2019,2,AMTU,16,10,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,2.755561067,1.722225667,NA,I92EQ
IL,2019,2,206,Early,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I92ER
IL,2019,2,206,Early,Weedy,6/17/2019,2,AMTU,9,2,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,144,32,NA,I92EW
IL,2019,3,301,Early,Sequential,6/17/2019,2,AMTU,6,1,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,1.0333354,0.172222567,NA,I93EQ
IL,2019,3,301,No cover,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I93NR
IL,2019,3,301,No cover,Weedy,6/17/2019,2,AMTU,0,2,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,32,NA,I93NW
IL,2019,3,304,Mid,Sequential,6/17/2019,2,AMTU,1,4,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,0.172222567,0.688890267,NA,I93MQ
IL,2019,3,304,Mid,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I93MR
IL,2019,3,304,Mid,Weedy,6/17/2019,2,AMTU,4,4,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,64,64,NA,I93MW
IL,2019,3,305,Early,Sequential,6/17/2019,2,AMTU,2,2,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,0.344445133,0.344445133,NA,I93EQ
IL,2019,3,305,Early,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I93ER
IL,2019,3,305,Early,Weedy,6/17/2019,2,AMTU,3,25,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,48,400,NA,I93EW
IL,2019,3,306,Late,Sequential,6/17/2019,2,AMTU,2,2,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,0.344445133,0.344445133,NA,I93LQ
IL,2019,3,306,Late,Standard,6/17/2019,2,AMTU,0,0,17.41932,5.80644,NA,NA,Amaranthus tuberculatus,0,0,NA,I93LR
IL,2019,3,306,Late,Weedy,6/17/2019,2,AMTU,10,20,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,160,320,NA,I93LW
IL,2019,4,401,Late,Sequential,6/17/2019,2,AMTU,2,2,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,0.344445133,0.344445133,NA,I94LQ
IL,2019,4,401,Late,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I94LR
IL,2019,4,401,Late,Weedy,6/17/2019,2,AMTU,128,85,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,2048,1360,NA,I94LW
IL,2019,4,402,Early,Sequential,6/17/2019,2,AMTU,1,1,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,0.172222567,0.172222567,NA,I94EQ
IL,2019,4,402,Early,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I94ER
IL,2019,4,402,Early,Weedy,6/17/2019,2,AMTU,6,7,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,96,112,NA,I94EW
IL,2019,4,403,Mid,Sequential,6/17/2019,2,AMTU,7,5,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,1.205557967,0.861112833,NA,I94MQ
IL,2019,4,403,Mid,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I94MR
IL,2019,4,403,Mid,Weedy,6/17/2019,2,AMTU,21,25,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,336,400,NA,I94MW
IL,2019,4,404,No cover,Sequential,6/17/2019,2,AMTU,7,10,5.80644,5.80644,NA,NA,Amaranthus tuberculatus,1.205557967,1.722225667,NA,I94NQ
IL,2019,4,404,No cover,Standard,6/17/2019,2,AMTU,0,0,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,0,0,NA,I94NR
IL,2019,4,404,No cover,Weedy,6/17/2019,2,AMTU,9,5,0.0625,0.0625,NA,NA,Amaranthus tuberculatus,144,80,NA,I94NW
IL,2019,1,101,Late,Sequential,6/17/2019,2,CONYZ,1,0,5.80644,11.61288,NA,NA,Conyza,0.172222567,0,NA,I91LQ
IL,2019,1,101,Late,Standard,6/17/2019,2,CONYZ,0,0,0.0625,0.0625,NA,NA,Conyza,0,0,NA,I91LR
IL,2019,1,101,Late,Weedy,6/17/2019,2,CONYZ,22,6,0.0625,0.0625,NA,NA,Conyza,352,96,NA,I91LW
